FA:30:6C:FE:9A:40,name
datetime,value
2023-01-26 12:04:10.474000,23.125
2023-01-26 12:04:11.474000,23.125
2023-01-26 12:04:12.475000,23.125
2023-01-26 12:04:13.474000,23.0
2023-01-26 12:04:14.474000,23.125
2023-01-26 12:04:15.475000,23.125
2023-01-26 12:04:16.474000,23.125
2023-01-26 12:04:17.474000,23.125
2023-01-26 12:04:18.473000,23.125
2023-01-26 12:04:19.474000,23.125
2023-01-26 12:04:20.474000,23.125
2023-01-26 12:04:21.473000,23.125
2023-01-26 12:04:22.474000,22.875
2023-01-26 12:04:23.474000,23.125
2023-01-26 12:04:24.473000,23.125
2023-01-26 12:04:25.474000,23.125
2023-01-26 12:04:26.473000,23.125
2023-01-26 12:04:27.473000,23.125
2023-01-26 12:04:28.474000,23.125
2023-01-26 12:04:29.473000,23.125
2023-01-26 12:04:30.473000,23.125
2023-01-26 12:04:31.474000,23.125
2023-01-26 12:04:32.473000,23.125
2023-01-26 12:04:33.473000,23.0
2023-01-26 12:04:34.472000,23.125
2023-01-26 12:04:35.473000,23.375
2023-01-26 12:04:36.473000,23.125
2023-01-26 12:04:37.472000,23.0
2023-01-26 12:04:38.473000,23.125
2023-01-26 12:04:39.473000,23.25
2023-01-26 12:04:40.472000,23.125
2023-01-26 12:04:41.473000,23.25
2023-01-26 12:04:42.472000,23.125
2023-01-26 12:04:43.472000,23.25
2023-01-26 12:04:44.473000,23.125
2023-01-26 12:04:45.472000,23.125
2023-01-26 12:04:46.472000,23.125
2023-01-26 12:04:47.473000,23.125
2023-01-26 12:04:48.472000,23.125
2023-01-26 12:04:49.472000,23.125
2023-01-26 12:04:50.471000,23.125
2023-01-26 12:04:51.472000,23.125
2023-01-26 12:04:52.472000,23.25
2023-01-26 12:04:53.471000,23.125
2023-01-26 12:04:54.472000,23.25
2023-01-26 12:04:55.472000,23.25
2023-01-26 12:04:56.471000,23.25
2023-01-26 12:04:57.472000,23.125
2023-01-26 12:04:58.471000,23.125
2023-01-26 12:04:59.471000,23.25
2023-01-26 12:05:00.472000,23.25
2023-01-26 12:05:01.471000,23.375
2023-01-26 12:05:02.471000,23.0
2023-01-26 12:05:03.472000,23.125
2023-01-26 12:05:04.471000,23.25
2023-01-26 12:05:05.471000,23.25
2023-01-26 12:05:06.470000,23.125
2023-01-26 12:05:07.471000,23.125
2023-01-26 12:05:08.471000,23.125
2023-01-26 12:05:09.470000,23.125
2023-01-26 12:05:10.471000,23.25
2023-01-26 12:05:11.471000,23.25
2023-01-26 12:05:12.470000,23.25
2023-01-26 12:05:13.471000,23.25
2023-01-26 12:05:14.470000,23.25
2023-01-26 12:05:15.470000,23.25
2023-01-26 12:05:16.471000,23.25
2023-01-26 12:05:17.470000,23.375
2023-01-26 12:05:18.470000,23.125
2023-01-26 12:05:19.471000,23.25
2023-01-26 12:05:20.470000,23.25
2023-01-26 12:05:21.470000,23.25
2023-01-26 12:05:22.469000,23.125
2023-01-26 12:05:23.470000,23.375
2023-01-26 12:05:24.470000,23.125
2023-01-26 12:05:25.469000,23.25
2023-01-26 12:05:26.470000,23.25
2023-01-26 12:05:27.470000,23.5
2023-01-26 12:05:28.469000,23.375
2023-01-26 12:05:29.470000,23.5
2023-01-26 12:05:30.469000,23.25
2023-01-26 12:05:31.469000,23.25
2023-01-26 12:05:32.470000,23.25
2023-01-26 12:05:33.469000,23.375
2023-01-26 12:05:34.469000,23.375
2023-01-26 12:05:35.470000,23.375
2023-01-26 12:05:36.469000,23.25
2023-01-26 12:05:37.469000,23.375
2023-01-26 12:05:38.468000,23.5
2023-01-26 12:05:39.469000,23.375
2023-01-26 12:05:40.469000,23.375
2023-01-26 12:05:41.468000,23.375
2023-01-26 12:05:42.469000,23.125
2023-01-26 12:05:43.469000,23.5
2023-01-26 12:05:44.468000,23.5
2023-01-26 12:05:45.469000,23.25
2023-01-26 12:05:46.468000,23.25
2023-01-26 12:05:47.468000,23.25
2023-01-26 12:05:48.469000,23.375
2023-01-26 12:05:49.468000,23.375
2023-01-26 12:05:50.468000,23.375
2023-01-26 12:05:51.469000,23.375
2023-01-26 12:05:52.468000,23.25
2023-01-26 12:05:53.468000,23.5
2023-01-26 12:05:54.467000,23.5
2023-01-26 12:05:55.468000,23.375
2023-01-26 12:05:56.468000,23.5
2023-01-26 12:05:57.467000,23.25
2023-01-26 12:05:58.468000,23.375
2023-01-26 12:05:59.468000,23.5
2023-01-26 12:06:00.467000,23.375
2023-01-26 12:06:01.468000,23.25
2023-01-26 12:06:02.467000,23.375
2023-01-26 12:06:03.467000,23.5
2023-01-26 12:06:04.468000,23.5
2023-01-26 12:06:05.467000,23.375
2023-01-26 12:06:06.467000,23.375
2023-01-26 12:06:07.468000,23.5
2023-01-26 12:06:08.467000,23.625
2023-01-26 12:06:09.467000,23.625
2023-01-26 12:06:10.466000,23.625
2023-01-26 12:06:11.467000,23.5
2023-01-26 12:06:12.467000,23.375
2023-01-26 12:06:13.466000,23.375
2023-01-26 12:06:14.467000,23.5
2023-01-26 12:06:15.467000,23.5
2023-01-26 12:06:16.466000,23.625
2023-01-26 12:06:17.467000,23.5
2023-01-26 12:06:18.466000,23.5
2023-01-26 12:06:19.466000,23.375
2023-01-26 12:06:20.467000,23.625
2023-01-26 12:06:21.466000,23.375
2023-01-26 12:06:22.466000,23.25
2023-01-26 12:06:23.467000,23.5
2023-01-26 12:06:24.466000,23.625
2023-01-26 12:06:25.466000,23.5
2023-01-26 12:06:26.465000,23.625
2023-01-26 12:06:27.466000,23.5
2023-01-26 12:06:28.466000,23.5
2023-01-26 12:06:29.465000,23.5
2023-01-26 12:06:30.466000,23.625
2023-01-26 12:06:31.466000,23.5
2023-01-26 12:06:32.465000,23.375
2023-01-26 12:06:33.466000,23.625
2023-01-26 12:06:34.465000,23.5
2023-01-26 12:06:35.465000,23.375
2023-01-26 12:06:36.466000,23.625
2023-01-26 12:06:37.465000,23.5
2023-01-26 12:06:38.465000,23.625
2023-01-26 12:06:39.466000,23.5
2023-01-26 12:06:40.465000,23.5
2023-01-26 12:06:41.465000,23.625
2023-01-26 12:06:42.464000,23.625
2023-01-26 12:06:43.465000,23.625
2023-01-26 12:06:44.465000,23.625
2023-01-26 12:06:45.464000,23.625
2023-01-26 12:06:46.465000,23.5
2023-01-26 12:06:47.465000,23.625
2023-01-26 12:06:48.464000,23.625
2023-01-26 12:06:49.465000,23.75
2023-01-26 12:06:50.464000,23.5
2023-01-26 12:06:51.464000,23.375
2023-01-26 12:06:52.465000,23.5
2023-01-26 12:06:53.464000,23.75
2023-01-26 12:06:54.464000,23.625
2023-01-26 12:06:55.465000,23.375
2023-01-26 12:06:56.464000,23.625
2023-01-26 12:06:57.464000,23.625
2023-01-26 12:06:58.463000,23.75
2023-01-26 12:06:59.464000,23.75
2023-01-26 12:07:00.464000,23.5
2023-01-26 12:07:01.463000,23.625
2023-01-26 12:07:02.464000,23.5
2023-01-26 12:07:03.464000,23.625
2023-01-26 12:07:04.463000,23.625
2023-01-26 12:07:05.464000,23.625
2023-01-26 12:07:06.463000,23.625
2023-01-26 12:07:07.463000,23.75
2023-01-26 12:07:08.464000,23.5
2023-01-26 12:07:09.463000,23.625
2023-01-26 12:07:10.463000,23.75
2023-01-26 12:07:11.464000,23.75
2023-01-26 12:07:12.463000,23.375
2023-01-26 12:07:13.463000,23.625
2023-01-26 12:07:14.462000,23.625
2023-01-26 12:07:15.463000,23.75
2023-01-26 12:07:16.463000,23.625
2023-01-26 12:07:17.462000,23.625
2023-01-26 12:07:18.463000,23.75
2023-01-26 12:07:19.463000,23.5
2023-01-26 12:07:20.462000,23.75
2023-01-26 12:07:21.463000,23.75
2023-01-26 12:07:22.462000,23.625
2023-01-26 12:07:23.462000,23.625
2023-01-26 12:07:24.463000,23.75
2023-01-26 12:07:25.462000,23.75
2023-01-26 12:07:26.462000,23.625
2023-01-26 12:07:27.463000,23.75
2023-01-26 12:07:28.462000,23.625
2023-01-26 12:07:29.462000,23.75
2023-01-26 12:07:30.461000,23.625
2023-01-26 12:07:31.462000,23.75
2023-01-26 12:07:32.462000,23.625
2023-01-26 12:07:33.461000,23.625
2023-01-26 12:07:34.462000,23.75
2023-01-26 12:07:35.462000,23.625
2023-01-26 12:07:36.461000,23.75
2023-01-26 12:07:37.462000,23.75
2023-01-26 12:07:38.461000,23.75
2023-01-26 12:07:39.461000,23.75
2023-01-26 12:07:40.462000,23.75
2023-01-26 12:07:41.461000,23.75
2023-01-26 12:07:42.461000,23.75
2023-01-26 12:07:43.462000,23.625
2023-01-26 12:07:44.461000,23.625
2023-01-26 12:07:45.461000,23.625
2023-01-26 12:07:46.460000,23.75
2023-01-26 12:07:47.461000,23.625
2023-01-26 12:07:48.461000,23.75
2023-01-26 12:07:49.460000,23.75
2023-01-26 12:07:50.461000,23.75
2023-01-26 12:07:51.461000,23.75
2023-01-26 12:07:52.460000,23.625
2023-01-26 12:07:53.461000,23.625
2023-01-26 12:07:54.460000,23.75
2023-01-26 12:07:55.460000,23.625
2023-01-26 12:07:56.461000,23.75
2023-01-26 12:07:57.460000,23.75
2023-01-26 12:07:58.460000,23.75
2023-01-26 12:07:59.461000,23.75
2023-01-26 12:08:00.460000,23.75
2023-01-26 12:08:01.460000,23.625
2023-01-26 12:08:02.459000,23.625
2023-01-26 12:08:03.460000,23.75
2023-01-26 12:08:04.460000,23.75
