FF:30:2D:02:C6:4A,name
datetime,value
2023-01-26 12:01:22.355000,22.75
2023-01-26 12:01:23.354000,22.625
2023-01-26 12:01:24.354000,22.625
2023-01-26 12:01:25.355000,22.625
2023-01-26 12:01:26.354000,22.75
2023-01-26 12:01:27.354000,22.625
2023-01-26 12:01:28.355000,22.75
2023-01-26 12:01:29.354000,22.75
2023-01-26 12:01:30.354000,22.75
2023-01-26 12:01:31.353000,22.625
2023-01-26 12:01:32.354000,22.5
2023-01-26 12:01:33.354000,22.625
2023-01-26 12:01:34.353000,22.625
2023-01-26 12:01:35.354000,22.625
2023-01-26 12:01:36.354000,22.625
2023-01-26 12:01:37.353000,22.625
2023-01-26 12:01:38.354000,22.625
2023-01-26 12:01:39.353000,22.625
2023-01-26 12:01:40.353000,22.625
2023-01-26 12:01:41.354000,22.625
2023-01-26 12:01:42.353000,22.625
2023-01-26 12:01:43.353000,22.625
2023-01-26 12:01:44.354000,22.625
2023-01-26 12:01:45.353000,22.75
2023-01-26 12:01:46.353000,22.5
2023-01-26 12:01:47.352000,22.5
2023-01-26 12:01:48.353000,22.625
2023-01-26 12:01:49.353000,22.875
2023-01-26 12:01:50.352000,22.625
2023-01-26 12:01:51.353000,22.625
2023-01-26 12:01:52.353000,22.625
2023-01-26 12:01:53.352000,22.625
2023-01-26 12:01:54.353000,22.625
2023-01-26 12:01:55.352000,22.625
2023-01-26 12:01:56.352000,22.375
2023-01-26 12:01:57.353000,22.625
2023-01-26 12:01:58.352000,22.5
2023-01-26 12:01:59.352000,22.625
2023-01-26 12:02:00.353000,22.625
2023-01-26 12:02:01.352000,22.625
2023-01-26 12:02:02.352000,22.5
2023-01-26 12:02:03.352000,22.5
2023-01-26 12:02:04.352000,22.625
2023-01-26 12:02:05.352000,22.875
2023-01-26 12:02:06.352000,22.5
2023-01-26 12:02:07.352000,22.5
2023-01-26 12:02:08.352000,22.625
2023-01-26 12:02:09.352000,22.5
2023-01-26 12:02:10.352000,22.5
2023-01-26 12:02:11.351000,22.625
2023-01-26 12:02:12.352000,22.625
2023-01-26 12:02:13.352000,22.625
2023-01-26 12:02:14.351000,22.625
2023-01-26 12:02:15.352000,22.375
2023-01-26 12:02:16.352000,22.625
2023-01-26 12:02:17.351000,22.375
2023-01-26 12:02:18.352000,22.625
2023-01-26 12:02:19.351000,22.625
2023-01-26 12:02:20.351000,22.5
2023-01-26 12:02:21.352000,22.625
2023-01-26 12:02:22.351000,22.625
2023-01-26 12:02:23.351000,22.5
2023-01-26 12:02:24.352000,22.375
2023-01-26 12:02:25.351000,22.625
2023-01-26 12:02:26.351000,22.5
2023-01-26 12:02:27.350000,22.625
2023-01-26 12:02:28.351000,22.375
2023-01-26 12:02:29.351000,22.5
2023-01-26 12:02:30.350000,22.625
2023-01-26 12:02:31.351000,22.625
2023-01-26 12:02:32.351000,22.5
2023-01-26 12:02:33.350000,22.625
2023-01-26 12:02:34.351000,22.5
2023-01-26 12:02:35.350000,22.5
2023-01-26 12:02:36.350000,22.375
2023-01-26 12:02:37.351000,22.25
2023-01-26 12:02:38.350000,22.5
2023-01-26 12:02:39.350000,22.5
2023-01-26 12:02:40.351000,22.5
2023-01-26 12:02:41.350000,22.625
2023-01-26 12:02:42.350000,22.375
2023-01-26 12:02:43.349000,22.625
2023-01-26 12:02:44.350000,22.375
2023-01-26 12:02:45.350000,22.625
2023-01-26 12:02:46.349000,22.375
2023-01-26 12:02:47.350000,22.5
2023-01-26 12:02:48.350000,22.625
2023-01-26 12:02:49.349000,22.625
2023-01-26 12:02:50.350000,22.5
2023-01-26 12:02:51.349000,22.5
2023-01-26 12:02:52.349000,22.625
2023-01-26 12:02:53.350000,22.5
2023-01-26 12:02:54.349000,22.625
2023-01-26 12:02:55.349000,22.625
2023-01-26 12:02:56.350000,22.375
2023-01-26 12:02:57.349000,22.375
2023-01-26 12:02:58.349000,22.5
2023-01-26 12:02:59.348000,22.625
2023-01-26 12:03:00.349000,22.625
2023-01-26 12:03:01.349000,22.5
2023-01-26 12:03:02.348000,22.625
2023-01-26 12:03:03.349000,22.625
2023-01-26 12:03:04.349000,22.625
2023-01-26 12:03:05.348000,22.625
2023-01-26 12:03:06.349000,22.625
